"","CD_AGSN","DPO_EmAGSN","PopEmDPO_EmAGSN"
"4148","35344010039","228","783"
"4149","35344010042","213","832"
"4150","35344010044","203","799"
"4151","35344010045","151","544"
"4152","35344010046","132","519"
"4153","35344010048","302","977"
"4154","35344010050","809","2914"
"4155","35344010051","84","297"
"4156","35344010053","197","693"
"4157","35344010054","1115","4056"
"4158","35344010055","271","1087"
"4159","35344010058","218","869"
"4160","35344010063","502","1764"
"4161","35344010064","62","220"
"4162","35344010065","142","525"
"4163","35344010067","92","290"
"4164","35344010068","150","523"
"4165","35344010070","124","452"
"4166","35344010072","157","603"
"4167","35344010074","154","576"
"4168","35344010076","337","1286"
"4169","35344010078","691","2497"
"4170","35344010079","156","648"
"4171","35344010084","188","741"
"4172","35344010085","184","707"
"4173","35344010088","107","411"
"4174","35344010091","430","1584"
"4175","35344010099","252","973"
"4176","35344010103","980","3543"
"4177","35344010110","118","464"
"4178","35344010112","679","2433"
"4179","35344010113","776","2889"
"4180","35344010115","105","359"
"4181","35344010117","754","2896"
"4182","35344010122","422","1642"
"4183","35344010125","195","648"
"4184","35344010126","271","946"
"4185","35344010128","649","2479"
"4186","35344010131","87","306"
"4187","35344010132","822","3049"
"4188","35344010135","230","826"
"4189","35344010136","91","320"
"4190","35344010137","93","369"
"4191","35344010139","65","256"
"4192","35344010141","525","2083"
"4193","35344010142","432","1591"
"4194","35344010144","600","2348"
"4195","35344010148","903","3278"
"4196","35344010149","153","602"
"4197","35346090001","229","765"
"4198","35365050001","98","357"
"4199","35387090001","116","420"
"4200","35387090003","93","440"
"4201","35387090004","80","305"
"4202","35387090005","825","3216"
"4203","35387090006","58","250"
"4204","35387090011","37","147"
"4205","35387090012","81","296"
"4206","35387090013","164","644"
"4207","35387090014","63","232"
"4208","35387090015","79","295"
"4209","35387090016","145","591"
"4210","35387090021","49","192"
"4211","35387090022","328","1233"
"4212","35387090024","93","347"
"4213","35387090025","261","1003"
"4214","35387090030","124","474"
"4215","35387090031","65","264"
"4216","35387090037","158","650"
"4217","35387090038","267","1110"
"4218","35387090039","72","329"
"4219","35387090040","90","311"
"4220","35387090042","57","253"
"4221","35387090043","247","977"
"4222","35387090044","154","633"
"4223","35387090046","62","233"
"4224","35407050001","404","1575"
"4225","35410000004","167","645"
"4226","35410000005","1955","6973"
"4227","35410000006","391","1392"
"4228","35410000007","197","672"
"4229","35410000008","55","164"
"4230","35410000009","2083","7497"
"4231","35413070001","52","183"
"4232","35413070002","52","174"
"4233","35433030001","186","678"
"4234","35433030002","222","821"
"4235","35433030003","269","1005"
"4236","35433030004","215","765"
"4237","35434020002","110","408"
"4238","35434020003","147","514"
"4239","35434020004","32","138"
"4240","35434020005","254","1050"
"4241","35434020009","364","1306"
"4242","35434020010","186","727"
"4243","35434020011","419","1644"
"4244","35434020012","70","299"
"4245","35434020013","55","190"
"4246","35434020014","54","246"
"4247","35434020015","272","995"
"4248","35434020016","392","1435"
"4249","35434020017","155","603"
"4250","35434020018","64","244"
"4251","35434020019","51","204"
"4252","35434020021","123","493"
"4253","35434020022","51","180"
"4254","35434020024","42","177"
"4255","35434020025","59","201"
"4256","35434020026","258","948"
"4257","35434020027","181","653"
"4258","35434020028","56","258"
"4259","35434020029","33","132"
"4260","35434020030","69","278"
"4261","35434020032","54","212"
"4262","35434020034","166","582"
"4263","35458030004","155","642"
"4264","35473040005","703","2548"
"4265","35473040006","397","1468"
"4266","35478090001","515","2059"
"4267","35478090002","1637","6185"
"4268","35478090003","193","620"
"4269","35478090005","758","2627"
"4270","35478090006","235","822"
"4271","35478090007","222","824"
"4272","35478090009","91","366"
"4273","35478090010","468","1493"
"4274","35478090011","1804","6427"
"4275","35478090012","219","793"
"4276","35478090013","322","1217"
"4277","35478090015","157","515"
"4278","35478090017","73","265"
"4279","35478090020","62","199"
"4280","35478090021","714","2422"
"4281","35478090024","247","800"
"4282","35478090025","167","572"
"4283","35478090026","203","689"
"4284","35478090027","98","348"
"4285","35478090028","32","97"
"4286","35478090029","144","446"
"4287","35478090030","123","408"
"4288","35478090032","528","1860"
"4289","35478090034","146","532"
"4290","35478090035","201","704"
"4291","35478090036","308","1199"
"4292","35478090037","131","504"
"4293","35478090042","322","1205"
"4294","35478090043","308","1130"
"4295","35478090044","342","1208"
"4296","35478090050","142","507"
"4297","35478090051","92","286"
"4298","35478090053","199","801"
"4299","35478090054","1596","5285"
"4300","35478090055","148","547"
"4301","35478090059","775","2790"
"4302","35478090061","1342","4900"
"4303","35478090067","653","2410"
"4304","35478090068","799","2849"
"4305","35478090069","699","2333"
"4306","35478090070","331","1197"
"4307","35478090073","587","2281"
"4308","35478090074","310","1137"
"4309","35478090075","849","3025"
"4310","35478090078","770","2941"
"4311","35478090079","226","824"
"4312","35478090080","111","405"
"4313","35478090081","942","3508"
"4314","35478090082","248","850"
"4315","35478090083","334","1137"
"4316","35478090084","112","409"
"4317","35478090085","269","979"
"4318","35478090086","362","1258"
"4319","35478090087","480","1864"
"4320","35478090088","377","1379"
"4321","35478090089","283","1030"
"4322","35485000001","858","2896"
"4323","35485000002","1082","3770"
"4324","35485000003","418","1517"
"4325","35485000004","216","722"
"4326","35485000017","323","1155"
"4327","35485000018","71","299"
"4328","35485000019","281","1029"
"4329","35485000020","167","577"
"4330","35485000021","165","580"
"4331","35485000023","251","973"
"4332","35485000024","354","1239"
"4333","35485000025","479","1876"
"4334","35485000026","143","586"
"4335","35485000027","330","1318"
"4336","35485000028","589","1972"
"4337","35485000029","1264","4434"
"4338","35485000030","170","543"
"4339","35485000031","319","1208"
"4340","35485000032","375","1375"
"4341","35485000033","726","2458"
"4342","35485000034","519","1773"
"4343","35485000035","1120","3814"
"4344","35485000036","72","273"
"4345","35485000037","475","1772"
"4346","35487080001","1328","4591"
"4347","35487080002","2473","9155"
"4348","35487080003","1040","3418"
"4349","35487080005","124","426"
"4350","35487080010","265","954"
"4351","35487080011","1187","4205"
"4352","35487080012","1219","4613"
"4353","35487080013","114","453"
"4354","35487080014","313","1070"
"4355","35487080017","412","1489"
"4356","35487080019","357","1345"
"4357","35487080020","647","2314"
"4358","35487080022","10","32"
"4359","35487080025","159","569"
"4360","35487080026","604","2098"
"4361","35487080027","265","935"
"4362","35487080028","466","1524"
"4363","35487080029","547","1914"
"4364","35487080033","331","1179"
"4365","35487080034","515","1981"
"4366","35487080036","31","107"
"4367","35487080037","3223","11688"
"4368","35487080038","526","1921"
"4369","35487080039","458","1620"
"4370","35487080040","1675","6298"
"4371","35487080041","1503","5251"
"4372","35487080042","222","812"
"4373","35487080043","1546","5426"
"4374","35487080045","1833","6670"
"4375","35487080046","932","3304"
"4376","35487080047","118","409"
"4377","35487080048","505","1708"
"4378","35487080049","948","3639"
"4379","35487080050","381","1391"
"4380","35487080052","1243","4203"
"4381","35487080053","1289","4511"
"4382","35487080057","177","603"
"4383","35487080059","155","566"
"4384","35487080061","150","475"
"4385","35487080062","186","641"
"4386","35487080063","275","926"
"4387","35487080064","325","1199"
"4388","35487080065","109","356"
"4389","35487080068","232","799"
"4390","35487080069","705","2518"
"4391","35487080070","7669","26321"
"4392","35487080071","390","1344"
"4393","35487080073","124","469"
"4394","35487080075","307","974"
"4395","35487080076","154","581"
"4396","35487080077","442","1519"
"4397","35487080078","955","3366"
"4398","35487080079","505","1953"
"4399","35487080080","618","2252"
"4400","35487080081","110","382"
"4401","35487080082","160","553"
"4402","35487080083","261","853"
"4403","35487080084","254","907"
"4404","35499040001","375","1302"
"4405","35499040010","120","474"
"4406","35499040015","1520","5534"
"4407","35503080002","131","566"
"4408","35503080005","252","992"
"4409","35503080007","354","1244"
"4410","35503080009","397","1482"
"4411","35503080010","136","507"
"4412","35503080011","174","608"
"4413","35503080012","12105","41118"
"4414","35503080015","390","1385"
"4415","35503080017","169","627"
"4416","35503080019","331","1239"
"4417","35503080020","517","1837"
"4418","35503080021","317","1201"
"4419","35503080022","163","564"
"4420","35503080023","478","1873"
"4421","35503080024","155","548"
"4422","35503080026","784","2765"
"4423","35503080028","70","245"
"4424","35503080029","279","1064"
"4425","35503080030","76","266"
"4426","35503080034","1215","4587"
"4427","35503080035","311","1212"
"4428","35503080036","1188","4052"
"4429","35503080037","237","880"
"4430","35503080038","331","1251"
"4431","35503080039","386","1442"
"4432","35503080040","444","1732"
"4433","35503080041","166","604"
"4434","35503080042","283","1050"
"4435","35503080043","1129","4404"
"4436","35503080044","298","1133"
"4437","35503080049","403","1568"
"4438","35503080050","84","322"
"4439","35503080051","109","366"
"4440","35503080052","219","831"
"4441","35503080054","241","923"
"4442","35503080057","205","749"
"4443","35503080058","194","717"
"4444","35503080059","249","1005"
"4445","35503080060","566","1891"
"4446","35503080064","209","805"
"4447","35503080067","742","2846"
"4448","35503080068","231","781"
"4449","35503080069","405","1649"
"4450","35503080070","161","562"
"4451","35503080073","105","404"
"4452","35503080075","567","2067"
"4453","35503080076","584","2079"
"4454","35503080077","123","502"
"4455","35503080080","265","987"
"4456","35503080081","207","745"
"4457","35503080082","124","460"
"4458","35503080085","101","366"
"4459","35503080086","270","970"
"4460","35503080088","589","1915"
"4461","35503080089","366","1222"
"4462","35503080090","358","1318"
"4463","35503080094","272","926"
"4464","35503080095","499","1790"
"4465","35503080096","336","1274"
"4466","35503080097","552","2057"
"4467","35503080098","192","735"
"4468","35503080100","284","998"
"4469","35503080102","449","1552"
"4470","35503080103","286","1020"
"4471","35503080106","172","592"
"4472","35503080108","188","680"
"4473","35503080110","125","454"
"4474","35503080113","361","1326"
"4475","35503080117","110","457"
"4476","35503080119","523","1930"
"4477","35503080121","303","1116"
"4478","35503080122","533","1915"
"4479","35503080123","302","1098"
"4480","35503080124","231","924"
"4481","35503080125","410","1525"
"4482","35503080127","497","1787"
"4483","35503080129","134","448"
"4484","35503080130","129","544"
"4485","35503080132","160","500"
"4486","35503080134","104","376"
"4487","35503080135","458","1756"
"4488","35503080136","299","1028"
"4489","35503080138","103","445"
"4490","35503080143","414","1438"
"4491","35503080144","113","399"
"4492","35503080145","397","1519"
"4493","35503080147","306","1175"
"4494","35503080148","544","1977"
"4495","35503080150","263","930"
